ID,Name,SpriteURL,BallType,TYPE,HP,ATK,DEF,SPATK,SPDEF,SPD
410,shieldon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/410.png,pokeball,rock/steel,30,42,118,42,88,30
411,bastiodon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png,ultraball,rock/steel,60,52,168,47,138,30
412,burmy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png,pokeball,bug,40,29,45,29,45,36
413,wormadam,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/413.png,ultraball,bug/grass,60,59,85,79,105,36
414,mothim,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png,ultraball,bug/flying,70,94,50,94,50,66
415,combee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png,pokeball,bug/flying,30,30,42,30,42,70
416,vespiquen,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png,ultraball,bug/flying,70,80,102,80,102,40
417,pachirisu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png,pokeball,electric,60,45,70,45,90,95
418,buizel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png,pokeball,water,55,65,35,60,30,85
419,floatzel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png,ultraball,water,85,105,55,85,50,115
420,cherubi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png,pokeball,grass,45,35,45,62,53,35
421,cherrim,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png,ultraball,grass,70,60,70,87,78,85
422,shellos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png,pokeball,water,76,48,48,57,62,34
423,gastrodon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png,ultraball,water/ground,111,83,68,92,82,39
424,ambipom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png,ultraball,normal,75,100,66,60,66,115
425,drifloon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png,pokeball,ghost/flying,90,50,34,60,44,70
426,drifblim,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png,ultraball,ghost/flying,150,80,44,90,54,80
427,buneary,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png,pokeball,normal,55,66,44,44,56,85
428,lopunny,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png,ultraball,normal,65,76,84,54,96,105
429,mismagius,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png,ultraball,ghost,60,60,60,105,105,105
430,honchkrow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png,ultraball,dark/flying,100,125,52,105,52,71
431,glameow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png,pokeball,normal,49,55,42,42,37,85
432,purugly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png,ultraball,normal,71,82,64,64,59,112
433,chingling,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png,pokeball,psychic,45,30,50,65,50,45
434,stunky,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png,pokeball,poison/dark,63,63,47,41,41,74
435,skuntank,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png,ultraball,poison/dark,103,93,67,71,61,84
436,bronzor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png,pokeball,steel/psychic,57,24,86,24,86,23
437,bronzong,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png,ultraball,steel/psychic,67,89,116,79,116,33
438,bonsly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png,pokeball,rock,50,80,95,10,45,10
439,mime-jr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png,pokeball,psychic/fairy,20,25,45,70,90,60
440,happiny,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png,pokeball,normal,100,5,5,15,65,30
441,chatot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png,pokeball,normal/flying,76,65,45,92,42,91
442,spiritomb,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png,pokeball,ghost/dark,50,92,108,92,108,35
443,gible,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png,pokeball,dragon/ground,58,70,45,40,45,42
444,gabite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png,GreatBall,dragon/ground,68,90,65,50,55,82
445,garchomp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png,ultraball,dragon/ground,108,130,95,80,85,102
446,munchlax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png,pokeball,normal,135,85,40,40,85,5
447,riolu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png,pokeball,fighting,40,70,40,35,40,60
448,lucario,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png,ultraball,fighting/steel,70,110,70,115,70,90
449,hippopotas,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png,pokeball,ground,68,72,78,38,42,32
450,hippowdon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png,ultraball,ground,108,112,118,68,72,47
451,skorupi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png,pokeball,poison/bug,40,50,90,30,55,65
452,drapion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png,ultraball,poison/dark,70,90,110,60,75,95
453,croagunk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png,pokeball,poison/fighting,48,61,40,61,40,50
454,toxicroak,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png,ultraball,poison/fighting,83,106,65,86,65,85
455,carnivine,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png,pokeball,grass,74,100,72,90,72,46
456,finneon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png,pokeball,water,49,49,56,49,61,66
457,lumineon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png,ultraball,water,69,69,76,69,86,91
458,mantyke,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png,pokeball,water/flying,45,20,50,60,120,50
459,snover,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png,pokeball,grass/ice,60,62,50,62,60,40
460,abomasnow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png,ultraball,grass/ice,90,92,75,92,85,60
461,weavile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png,ultraball,dark/ice,70,120,65,45,85,125
462,magnezone,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png,ultraball,electric/steel,70,70,115,130,90,60
463,lickilicky,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png,ultraball,normal,110,85,95,80,95,50
464,rhyperior,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png,ultraball,ground/rock,115,140,130,55,55,40
465,tangrowth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png,ultraball,grass,100,100,125,110,50,50
466,electivire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png,ultraball,electric,75,123,67,95,85,95
467,magmortar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png,ultraball,fire,75,95,67,125,95,83
468,togekiss,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png,ultraball,fairy/flying,85,50,95,120,115,80
469,yanmega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png,ultraball,bug/flying,86,76,86,116,56,95
470,leafeon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png,ultraball,grass,65,110,130,60,65,95
471,glaceon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png,ultraball,ice,65,60,110,130,95,65
472,gliscor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png,ultraball,ground/flying,75,95,125,45,75,95
473,mamoswine,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png,ultraball,ice/ground,110,130,80,70,60,80
474,porygon-z,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png,ultraball,normal,85,80,70,135,75,90
475,gallade,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png,ultraball,psychic/fighting,68,125,65,65,115,80
476,probopass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png,ultraball,rock/steel,60,55,145,75,150,40
477,dusknoir,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png,ultraball,ghost,45,100,135,65,135,45
478,froslass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png,ultraball,ice/ghost,70,80,70,80,70,110
479,rotom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png,pokeball,electric/ghost,50,50,77,95,77,91
480,uxie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png,masterball,psychic,75,75,130,75,130,95
481,mesprit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png,masterball,psychic,80,105,105,105,105,80
482,azelf,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png,masterball,psychic,75,125,70,125,70,115
483,dialga,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png,masterball,steel/dragon,100,120,120,150,100,90
484,palkia,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png,masterball,water/dragon,90,120,100,150,120,100
485,heatran,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png,masterball,fire/steel,91,90,106,130,106,77
486,regigigas,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png,masterball,normal,110,160,110,80,110,100
487,giratina,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png,masterball,ghost/dragon,150,100,120,100,120,90
488,cresselia,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png,masterball,psychic,120,70,110,75,120,85
489,phione,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png,masterball,water,80,80,80,80,80,80
490,manaphy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png,masterball,water,100,100,100,100,100,100
491,darkrai,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png,masterball,dark,70,90,90,135,90,125
492,shaymin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/492.png,masterball,grass,100,100,100,100,100,100
493,arceus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,masterball,normal,120,120,120,120,120,120
494,victini,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png,masterball,psychic/fire,100,100,100,100,100,100
495,snivy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png,pokeball,grass,45,45,55,45,55,63
496,servine,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png,GreatBall,grass,60,60,75,60,75,83
497,serperior,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png,ultraball,grass,75,75,95,75,95,113
498,tepig,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png,pokeball,fire,65,63,45,45,45,45
499,pignite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png,GreatBall,fire/fighting,90,93,55,70,55,55
500,emboar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png,ultraball,fire/fighting,110,123,65,100,65,65
501,oshawott,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png,pokeball,water,55,55,45,63,45,45
502,dewott,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png,GreatBall,water,75,75,60,83,60,60
503,samurott,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png,ultraball,water,95,100,85,108,70,70
504,patrat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png,pokeball,normal,45,55,39,35,39,42
505,watchog,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png,ultraball,normal,60,85,69,60,69,77
506,lillipup,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png,pokeball,normal,45,60,45,25,45,55
507,herdier,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png,GreatBall,normal,65,80,65,35,65,60
508,stoutland,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png,ultraball,normal,85,110,90,45,90,80
509,purrloin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png,pokeball,dark,41,50,37,50,37,66
510,liepard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png,ultraball,dark,64,88,50,88,50,106
511,pansage,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png,pokeball,grass,50,53,48,53,48,64
512,simisage,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png,ultraball,grass,75,98,63,98,63,101
513,pansear,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png,pokeball,fire,50,53,48,53,48,64
514,simisear,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png,ultraball,fire,75,98,63,98,63,101
515,panpour,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png,pokeball,water,50,53,48,53,48,64
516,simipour,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png,ultraball,water,75,98,63,98,63,101
517,munna,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png,pokeball,psychic,76,25,45,67,55,24
518,musharna,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png,ultraball,psychic,116,55,85,107,95,29
519,pidove,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png,pokeball,normal/flying,50,55,50,36,30,43
520,tranquill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png,GreatBall,normal/flying,62,77,62,50,42,65
521,unfezant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png,ultraball,normal/flying,80,115,80,65,55,93
522,blitzle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png,pokeball,electric,45,60,32,50,32,76
523,zebstrika,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png,ultraball,electric,75,100,63,80,63,116
524,roggenrola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png,pokeball,rock,55,75,85,25,25,15
525,boldore,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png,GreatBall,rock,70,105,105,50,40,20
526,gigalith,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png,ultraball,rock,85,135,130,60,80,25
527,woobat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png,pokeball,psychic/flying,65,45,43,55,43,72
528,swoobat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png,ultraball,psychic/flying,67,57,55,77,55,114
529,drilbur,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png,pokeball,ground,60,85,40,30,45,68
530,excadrill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png,ultraball,ground/steel,110,135,60,50,65,88
531,audino,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png,pokeball,normal,103,60,86,60,86,50
532,timburr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png,pokeball,fighting,75,80,55,25,35,35
533,gurdurr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png,GreatBall,fighting,85,105,85,40,50,40
534,conkeldurr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png,ultraball,fighting,105,140,95,55,65,45
535,tympole,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png,pokeball,water,50,50,40,50,40,64
536,palpitoad,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png,GreatBall,water/ground,75,65,55,65,55,69
537,seismitoad,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png,ultraball,water/ground,105,95,75,85,75,74
538,throh,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png,pokeball,fighting,120,100,85,30,85,45
539,sawk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.png,pokeball,fighting,75,125,75,30,75,85
540,sewaddle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png,pokeball,bug/grass,45,53,70,40,60,42
541,swadloon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png,GreatBall,bug/grass,55,63,90,50,80,42
542,leavanny,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png,ultraball,bug/grass,75,103,80,70,80,92
543,venipede,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png,pokeball,bug/poison,30,45,59,30,39,57
544,whirlipede,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png,GreatBall,bug/poison,40,55,99,40,79,47
545,scolipede,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png,ultraball,bug/poison,60,100,89,55,69,112
546,cottonee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png,pokeball,grass/fairy,40,27,60,37,50,66
547,whimsicott,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png,ultraball,grass/fairy,60,67,85,77,75,116
548,petilil,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png,pokeball,grass,45,35,50,70,50,30
549,lilligant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png,ultraball,grass,70,60,75,110,75,90
550,basculin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/550.png,pokeball,water,70,92,65,80,55,98
551,sandile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png,pokeball,ground/dark,50,72,35,35,35,65
552,krokorok,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png,GreatBall,ground/dark,60,82,45,45,45,74
553,krookodile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png,ultraball,ground/dark,95,117,80,65,70,92
554,darumaka,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png,pokeball,fire,70,90,45,15,45,50
555,darmanitan,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png,ultraball,fire,105,140,55,30,55,95
556,maractus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png,pokeball,grass,75,86,67,106,67,60
557,dwebble,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png,pokeball,bug/rock,50,65,85,35,35,55
558,crustle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png,ultraball,bug/rock,70,105,125,65,75,45
559,scraggy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png,pokeball,dark/fighting,50,75,70,35,70,48
560,scrafty,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png,ultraball,dark/fighting,65,90,115,45,115,58
561,sigilyph,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png,pokeball,psychic/flying,72,58,80,103,80,97
562,yamask,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png,pokeball,ghost,38,30,85,55,65,30
563,cofagrigus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png,ultraball,ghost,58,50,145,95,105,30
564,tirtouga,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png,pokeball,water/rock,54,78,103,53,45,22
565,carracosta,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png,ultraball,water/rock,74,108,133,83,65,32
566,archen,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png,pokeball,rock/flying,55,112,45,74,45,70
567,archeops,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png,ultraball,rock/flying,75,140,65,112,65,110
568,trubbish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png,pokeball,poison,50,50,62,40,62,65
569,garbodor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png,ultraball,poison,80,95,82,60,82,75
570,zorua,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png,pokeball,dark,40,65,40,80,40,65
571,zoroark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png,ultraball,dark,60,105,60,120,60,105
572,minccino,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png,pokeball,normal,55,50,40,40,40,75
573,cinccino,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png,ultraball,normal,75,95,60,65,60,115
574,gothita,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png,pokeball,psychic,45,30,50,55,65,45
575,gothorita,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png,GreatBall,psychic,60,45,70,75,85,55
576,gothitelle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png,ultraball,psychic,70,55,95,95,110,65
577,solosis,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png,pokeball,psychic,45,30,40,105,50,20
578,duosion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png,GreatBall,psychic,65,40,50,125,60,30
579,reuniclus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png,ultraball,psychic,110,65,75,125,85,30
580,ducklett,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png,pokeball,water/flying,62,44,50,44,50,55
581,swanna,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png,ultraball,water/flying,75,87,63,87,63,98
582,vanillite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png,pokeball,ice,36,50,50,65,60,44
583,vanillish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png,GreatBall,ice,51,65,65,80,75,59
584,vanilluxe,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png,ultraball,ice,71,95,85,110,95,79
585,deerling,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png,pokeball,normal/grass,60,60,50,40,50,75
586,sawsbuck,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png,ultraball,normal/grass,80,100,70,60,70,95
587,emolga,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png,pokeball,electric/flying,55,75,60,75,60,103
588,karrablast,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png,pokeball,bug,50,75,45,40,45,60
589,escavalier,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png,ultraball,bug/steel,70,135,105,60,105,20
590,foongus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png,pokeball,grass/poison,69,55,45,55,55,15
591,amoonguss,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png,ultraball,grass/poison,114,85,70,85,80,30
592,frillish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png,pokeball,water/ghost,55,40,50,65,85,40
593,jellicent,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png,ultraball,water/ghost,100,60,70,85,105,60
594,alomomola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png,pokeball,water,165,75,80,40,45,65
595,joltik,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png,pokeball,bug/electric,50,47,50,57,50,65
596,galvantula,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png,ultraball,bug/electric,70,77,60,97,60,108
597,ferroseed,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png,pokeball,grass/steel,44,50,91,24,86,10
598,ferrothorn,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png,ultraball,grass/steel,74,94,131,54,116,20
599,klink,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png,pokeball,steel,40,55,70,45,60,30
600,klang,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png,GreatBall,steel,60,80,95,70,85,50
601,klinklang,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png,ultraball,steel,60,100,115,70,85,90
602,tynamo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png,pokeball,electric,35,55,40,45,40,60
603,eelektrik,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png,GreatBall,electric,65,85,70,75,70,40
604,eelektross,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png,ultraball,electric,85,115,80,105,80,50
605,elgyem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png,pokeball,psychic,55,55,55,85,55,30
606,beheeyem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/606.png,ultraball,psychic,75,75,75,125,95,40
607,litwick,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.png,pokeball,ghost/fire,50,30,55,65,55,20
608,lampent,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.png,GreatBall,ghost/fire,60,40,60,95,60,55
609,chandelure,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.png,ultraball,ghost/fire,60,55,90,145,90,80
610,axew,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/610.png,pokeball,dragon,46,87,60,30,40,57
611,fraxure,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.png,GreatBall,dragon,66,117,70,40,50,67
612,haxorus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png,ultraball,dragon,76,147,90,60,70,97
613,cubchoo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png,pokeball,ice,55,70,40,60,40,40
